ID,koppen,year,doy,longitude,latitude,value
US-xML,Dfb,2023,209,-80.5248,37.3783,0.5715
US-xML,Dfb,2023,225,-80.5248,37.3783,0.5435
US-xML,Dfb,2023,241,-80.5248,37.3783,0.5198
US-xML,Dfb,2023,257,-80.5248,37.3783,0.5793
US-xML,Dfb,2023,273,-80.5248,37.3783,0.4575
US-xML,Dfb,2023,289,-80.5248,37.3783,0.2502
US-xML,Dfb,2023,305,-80.5248,37.3783,0.2123
US-xML,Dfb,2023,321,-80.5248,37.3783,0.2189
US-xML,Dfb,2023,337,-80.5248,37.3783,0.2092
US-xML,Dfb,2023,353,-80.5248,37.3783,0.1943
US-xML,Dfb,2024,1,-80.5248,37.3783,0.2069
US-xML,Dfb,2024,17,-80.5248,37.3783,0.1061
US-xML,Dfb,2024,33,-80.5248,37.3783,0.1827
US-xML,Dfb,2024,49,-80.5248,37.3783,0.236
US-xML,Dfb,2024,65,-80.5248,37.3783,0.1878
US-xML,Dfb,2024,81,-80.5248,37.3783,0.2035
US-xML,Dfb,2024,97,-80.5248,37.3783,0.1952
US-xML,Dfb,2024,113,-80.5248,37.3783,0.2268
US-xML,Dfb,2024,129,-80.5248,37.3783,0.6118
US-xML,Dfb,2024,145,-80.5248,37.3783,0.5936
US-xML,Dfb,2024,161,-80.5248,37.3783,0.6
US-xML,Dfb,2024,177,-80.5248,37.3783,0.7867
US-xML,Dfb,2024,193,-80.5248,37.3783,0.5839
US-xML,Dfb,2024,209,-80.5248,37.3783,0.605
US-xML,Dfb,2024,225,-80.5248,37.3783,0.6636
US-xML,Dfb,2024,241,-80.5248,37.3783,0.5225
US-xML,Dfb,2024,257,-80.5248,37.3783,0.5364
US-xML,Dfb,2024,273,-80.5248,37.3783,0.3406
US-xML,Dfb,2024,289,-80.5248,37.3783,0.2267
US-xML,Dfb,2024,305,-80.5248,37.3783,0.2069
US-xML,Dfb,2024,321,-80.5248,37.3783,0.1955
US-xML,Dfb,2024,337,-80.5248,37.3783,0.0492
US-xML,Dfb,2024,353,-80.5248,37.3783,0.1483
US-xML,Dfb,2025,1,-80.5248,37.3783,0.1023
US-xML,Dfb,2025,17,-80.5248,37.3783,0.1245
US-xML,Dfb,2025,33,-80.5248,37.3783,0.1833
US-xML,Dfb,2025,49,-80.5248,37.3783,0.2443
US-xML,Dfb,2025,65,-80.5248,37.3783,0.2133
US-xML,Dfb,2025,81,-80.5248,37.3783,0.2472
US-xML,Dfb,2025,97,-80.5248,37.3783,0.232
US-xML,Dfb,2025,113,-80.5248,37.3783,0.183
US-xML,Dfb,2025,129,-80.5248,37.3783,0.2774
US-xML,Dfb,2025,145,-80.5248,37.3783,0.5681
US-xML,Dfb,2025,161,-80.5248,37.3783,0.7632
US-xML,Dfb,2025,177,-80.5248,37.3783,0.748
US-xML,Dfb,2025,193,-80.5248,37.3783,0.6893
US-xML,Dfb,2025,209,-80.5248,37.3783,0.6872
US-xML,Dfb,2025,225,-80.5248,37.3783,0.5887
US-xML,Dfb,2025,241,-80.5248,37.3783,0.5229
US-xRN,Cfa,2003,1,-84.2826,35.9641,0.2157
US-xRN,Cfa,2003,17,-84.2826,35.9641,0.2227
US-xRN,Cfa,2003,33,-84.2826,35.9641,0.2104
US-xRN,Cfa,2003,49,-84.2826,35.9641,0.2226
US-xRN,Cfa,2003,65,-84.2826,35.9641,0.2274
US-xRN,Cfa,2003,81,-84.2826,35.9641,0.2193
US-xRN,Cfa,2003,97,-84.2826,35.9641,0.499
US-xRN,Cfa,2003,113,-84.2826,35.9641,0.6462
US-xRN,Cfa,2003,129,-84.2826,35.9641,0.716
US-xRN,Cfa,2003,145,-84.2826,35.9641,0.9863
US-xRN,Cfa,2003,161,-84.2826,35.9641,0.6055
US-xRN,Cfa,2003,177,-84.2826,35.9641,0.5881
US-xRN,Cfa,2003,193,-84.2826,35.9641,0.5991
US-xRN,Cfa,2003,209,-84.2826,35.9641,0.6784
US-xRN,Cfa,2003,225,-84.2826,35.9641,0.5628
US-xRN,Cfa,2003,241,-84.2826,35.9641,0.5753
US-xRN,Cfa,2003,257,-84.2826,35.9641,0.5297
US-xRN,Cfa,2003,273,-84.2826,35.9641,0.5094
US-xRN,Cfa,2003,289,-84.2826,35.9641,0.4688
US-xRN,Cfa,2003,305,-84.2826,35.9641,0.2225
US-xRN,Cfa,2003,321,-84.2826,35.9641,0.1942
US-xRN,Cfa,2003,337,-84.2826,35.9641,0.206
US-xRN,Cfa,2003,353,-84.2826,35.9641,0.1806
US-xRN,Cfa,2004,1,-84.2826,35.9641,0.1777
US-xRN,Cfa,2004,17,-84.2826,35.9641,0.2033
US-xRN,Cfa,2004,33,-84.2826,35.9641,0.1226
US-xRN,Cfa,2004,49,-84.2826,35.9641,0.2121
US-xRN,Cfa,2004,65,-84.2826,35.9641,0.2251
US-xRN,Cfa,2004,81,-84.2826,35.9641,0.1986
US-xRN,Cfa,2004,97,-84.2826,35.9641,0.373
US-xRN,Cfa,2004,113,-84.2826,35.9641,0.6403
US-xRN,Cfa,2004,129,-84.2826,35.9641,0.6707
US-xRN,Cfa,2004,145,-84.2826,35.9641,0.5683
US-xRN,Cfa,2004,161,-84.2826,35.9641,0.434
US-xRN,Cfa,2004,177,-84.2826,35.9641,0.559
US-xRN,Cfa,2004,193,-84.2826,35.9641,0.7029
US-xRN,Cfa,2004,209,-84.2826,35.9641,0.6752
US-xRN,Cfa,2004,225,-84.2826,35.9641,0.6856
US-xRN,Cfa,2004,241,-84.2826,35.9641,0.5369
US-xRN,Cfa,2004,257,-84.2826,35.9641,0.5581
US-xRN,Cfa,2004,273,-84.2826,35.9641,0.527
US-xRN,Cfa,2004,289,-84.2826,35.9641,0.4088
US-xRN,Cfa,2004,305,-84.2826,35.9641,0.3552
US-xRN,Cfa,2004,321,-84.2826,35.9641,0.1813
US-xRN,Cfa,2004,337,-84.2826,35.9641,0.1899
US-xRN,Cfa,2004,353,-84.2826,35.9641,0.1914
US-xRN,Cfa,2005,1,-84.2826,35.9641,0.2129
US-xRN,Cfa,2005,17,-84.2826,35.9641,0.1975
US-xRN,Cfa,2005,33,-84.2826,35.9641,0.1877
US-xRN,Cfa,2005,49,-84.2826,35.9641,0.2151
US-xRN,Cfa,2005,65,-84.2826,35.9641,0.193
US-xRN,Cfa,2005,81,-84.2826,35.9641,0.2206
US-xRN,Cfa,2005,97,-84.2826,35.9641,0.537
US-xRN,Cfa,2005,113,-84.2826,35.9641,0.6495
US-xRN,Cfa,2005,129,-84.2826,35.9641,0.6049
US-xRN,Cfa,2005,145,-84.2826,35.9641,0.766
US-xRN,Cfa,2005,161,-84.2826,35.9641,0.8312
US-xRN,Cfa,2005,177,-84.2826,35.9641,0.7526
US-xRN,Cfa,2005,193,-84.2826,35.9641,0.5577
US-xRN,Cfa,2005,209,-84.2826,35.9641,0.6955
US-xRN,Cfa,2005,225,-84.2826,35.9641,0.5762
US-xRN,Cfa,2005,241,-84.2826,35.9641,0.6203
US-xRN,Cfa,2005,257,-84.2826,35.9641,0.5438
US-xRN,Cfa,2005,273,-84.2826,35.9641,0.4979
US-xRN,Cfa,2005,289,-84.2826,35.9641,0.4506
US-xRN,Cfa,2005,305,-84.2826,35.9641,0.3805
US-xRN,Cfa,2005,321,-84.2826,35.9641,0.2366
US-xRN,Cfa,2005,337,-84.2826,35.9641,0.2373
US-xRN,Cfa,2005,353,-84.2826,35.9641,0.1984
US-xRN,Cfa,2006,1,-84.2826,35.9641,0.1676
US-xRN,Cfa,2006,17,-84.2826,35.9641,0.2166
US-xRN,Cfa,2006,33,-84.2826,35.9641,0.2458
US-xRN,Cfa,2006,49,-84.2826,35.9641,0.1977
US-xRN,Cfa,2006,65,-84.2826,35.9641,0.1859
US-xRN,Cfa,2006,81,-84.2826,35.9641,0.2179
US-xRN,Cfa,2006,97,-84.2826,35.9641,0.301
US-xRN,Cfa,2006,113,-84.2826,35.9641,0.6032
US-xRN,Cfa,2006,129,-84.2826,35.9641,0.7419
US-xRN,Cfa,2006,145,-84.2826,35.9641,0.6541
US-xRN,Cfa,2006,161,-84.2826,35.9641,0.6899
US-xRN,Cfa,2006,177,-84.2826,35.9641,0.6286
US-xRN,Cfa,2006,193,-84.2826,35.9641,0.6331
US-xRN,Cfa,2006,209,-84.2826,35.9641,0.6468
US-xRN,Cfa,2006,225,-84.2826,35.9641,0.5594
US-xRN,Cfa,2006,241,-84.2826,35.9641,0.5233
US-xRN,Cfa,2006,257,-84.2826,35.9641,0.5527
US-xRN,Cfa,2006,273,-84.2826,35.9641,0.5231
US-xRN,Cfa,2006,289,-84.2826,35.9641,0.3565
US-xRN,Cfa,2006,305,-84.2826,35.9641,0.3112
US-xRN,Cfa,2006,321,-84.2826,35.9641,0.2095
US-xRN,Cfa,2006,337,-84.2826,35.9641,0.1983
US-xRN,Cfa,2006,353,-84.2826,35.9641,0.2078
US-xRN,Cfa,2007,1,-84.2826,35.9641,0.1825
US-xRN,Cfa,2007,17,-84.2826,35.9641,0.1923
US-xRN,Cfa,2007,33,-84.2826,35.9641,0.2561
US-xRN,Cfa,2007,49,-84.2826,35.9641,0.2148
US-xRN,Cfa,2007,65,-84.2826,35.9641,0.2083
US-xRN,Cfa,2007,81,-84.2826,35.9641,0.4611
US-xRN,Cfa,2007,97,-84.2826,35.9641,0.2939
US-xRN,Cfa,2007,113,-84.2826,35.9641,0.4056
US-xRN,Cfa,2007,129,-84.2826,35.9641,0.6265
US-xRN,Cfa,2007,145,-84.2826,35.9641,0.6411
US-xRN,Cfa,2007,161,-84.2826,35.9641,0.6708
US-xRN,Cfa,2007,177,-84.2826,35.9641,0.6502
US-xRN,Cfa,2007,193,-84.2826,35.9641,0.6541
US-xRN,Cfa,2007,209,-84.2826,35.9641,0.5901
US-xRN,Cfa,2007,225,-84.2826,35.9641,0.6151
US-xRN,Cfa,2007,241,-84.2826,35.9641,0.6427
US-xRN,Cfa,2007,257,-84.2826,35.9641,0.5491
US-xRN,Cfa,2007,273,-84.2826,35.9641,0.5771
US-xRN,Cfa,2007,289,-84.2826,35.9641,0.6533
US-xRN,Cfa,2007,305,-84.2826,35.9641,0.4822
US-xRN,Cfa,2007,321,-84.2826,35.9641,0.244
US-xRN,Cfa,2007,337,-84.2826,35.9641,0.1773
US-xRN,Cfa,2007,353,-84.2826,35.9641,0.2383
US-xRN,Cfa,2008,1,-84.2826,35.9641,0.1834
US-xRN,Cfa,2008,17,-84.2826,35.9641,0.1899
US-xRN,Cfa,2008,33,-84.2826,35.9641,0.1756
US-xRN,Cfa,2008,49,-84.2826,35.9641,0.216
US-xRN,Cfa,2008,65,-84.2826,35.9641,0.2038
US-xRN,Cfa,2008,81,-84.2826,35.9641,0.2086
US-xRN,Cfa,2008,97,-84.2826,35.9641,0.3388
US-xRN,Cfa,2008,113,-84.2826,35.9641,0.6412
US-xRN,Cfa,2008,129,-84.2826,35.9641,0.8165
US-xRN,Cfa,2008,145,-84.2826,35.9641,0.7371
US-xRN,Cfa,2008,161,-84.2826,35.9641,0.6898
US-xRN,Cfa,2008,177,-84.2826,35.9641,0.5836
US-xRN,Cfa,2008,193,-84.2826,35.9641,0.5789
US-xRN,Cfa,2008,209,-84.2826,35.9641,0.5405
US-xRN,Cfa,2008,225,-84.2826,35.9641,0.6072
US-xRN,Cfa,2008,241,-84.2826,35.9641,0.5518
US-xRN,Cfa,2008,257,-84.2826,35.9641,0.5928
US-xRN,Cfa,2008,273,-84.2826,35.9641,0.5448
US-xRN,Cfa,2008,289,-84.2826,35.9641,0.593
US-xRN,Cfa,2008,305,-84.2826,35.9641,0.399
US-xRN,Cfa,2008,321,-84.2826,35.9641,0.2496
US-xRN,Cfa,2008,337,-84.2826,35.9641,0.2382
US-xRN,Cfa,2008,353,-84.2826,35.9641,0.2053
US-xRN,Cfa,2009,1,-84.2826,35.9641,0.1958
US-xRN,Cfa,2009,17,-84.2826,35.9641,0.1902
US-xRN,Cfa,2009,33,-84.2826,35.9641,0.1734
US-xRN,Cfa,2009,49,-84.2826,35.9641,0.1749
US-xRN,Cfa,2009,65,-84.2826,35.9641,0.1736
US-xRN,Cfa,2009,81,-84.2826,35.9641,0.2254
US-xRN,Cfa,2009,97,-84.2826,35.9641,0.2432
US-xRN,Cfa,2009,113,-84.2826,35.9641,0.3935
US-xRN,Cfa,2009,129,-84.2826,35.9641,0.7193
US-xRN,Cfa,2009,145,-84.2826,35.9641,0.6674
US-xRN,Cfa,2009,161,-84.2826,35.9641,0.6595
US-xRN,Cfa,2009,177,-84.2826,35.9641,0.7249
US-xRN,Cfa,2009,193,-84.2826,35.9641,0.697
US-xRN,Cfa,2009,209,-84.2826,35.9641,0.5996
US-xRN,Cfa,2009,225,-84.2826,35.9641,0.6545
US-xRN,Cfa,2009,241,-84.2826,35.9641,0.6849
US-xRN,Cfa,2009,257,-84.2826,35.9641,0.6153
US-xRN,Cfa,2009,273,-84.2826,35.9641,0.466
US-xRN,Cfa,2009,289,-84.2826,35.9641,0.4389
US-xRN,Cfa,2009,305,-84.2826,35.9641,0.2304
US-xRN,Cfa,2009,321,-84.2826,35.9641,0.1904
US-xRN,Cfa,2009,337,-84.2826,35.9641,0.1961
US-xRN,Cfa,2009,353,-84.2826,35.9641,0.1528
US-xRN,Cfa,2010,1,-84.2826,35.9641,0.1909
US-xRN,Cfa,2010,17,-84.2826,35.9641,0.1757
US-xRN,Cfa,2010,33,-84.2826,35.9641,0.0379
US-xRN,Cfa,2010,49,-84.2826,35.9641,0.1805
US-xRN,Cfa,2010,65,-84.2826,35.9641,0.2388
US-xRN,Cfa,2010,81,-84.2826,35.9641,0.1997
US-xRN,Cfa,2010,97,-84.2826,35.9641,0.4988
US-xRN,Cfa,2010,113,-84.2826,35.9641,0.719
US-xRN,Cfa,2010,129,-84.2826,35.9641,0.7973
US-xRN,Cfa,2010,145,-84.2826,35.9641,0.6177
US-xRN,Cfa,2010,161,-84.2826,35.9641,0.6631
US-xRN,Cfa,2010,177,-84.2826,35.9641,0.7761
US-xRN,Cfa,2010,193,-84.2826,35.9641,0.6655
US-xRN,Cfa,2010,209,-84.2826,35.9641,0.5064
US-xRN,Cfa,2010,225,-84.2826,35.9641,0.5865
US-xRN,Cfa,2010,241,-84.2826,35.9641,0.5728
US-xRN,Cfa,2010,257,-84.2826,35.9641,0.4959
US-xRN,Cfa,2010,273,-84.2826,35.9641,0.483
US-xRN,Cfa,2010,289,-84.2826,35.9641,0.4411
US-xRN,Cfa,2010,305,-84.2826,35.9641,0.2752
US-xRN,Cfa,2010,321,-84.2826,35.9641,0.2155
US-xRN,Cfa,2010,337,-84.2826,35.9641,0.1305
US-xRN,Cfa,2010,353,-84.2826,35.9641,0.2174
US-xRN,Cfa,2011,1,-84.2826,35.9641,0.1623
US-xRN,Cfa,2011,17,-84.2826,35.9641,0.1935
US-xRN,Cfa,2011,33,-84.2826,35.9641,0.1452
US-xRN,Cfa,2011,49,-84.2826,35.9641,0.2006
US-xRN,Cfa,2011,65,-84.2826,35.9641,0.1939
US-xRN,Cfa,2011,81,-84.2826,35.9641,0.1886
US-xRN,Cfa,2011,97,-84.2826,35.9641,0.4107
US-xRN,Cfa,2011,113,-84.2826,35.9641,0.7517
US-xRN,Cfa,2011,129,-84.2826,35.9641,0.6763
US-xRN,Cfa,2011,145,-84.2826,35.9641,0.7501
US-xRN,Cfa,2011,161,-84.2826,35.9641,0.7709
US-xRN,Cfa,2011,177,-84.2826,35.9641,0.7849
US-xRN,Cfa,2011,193,-84.2826,35.9641,0.7066
US-xRN,Cfa,2011,209,-84.2826,35.9641,0.6527
US-xRN,Cfa,2011,225,-84.2826,35.9641,0.5771
US-xRN,Cfa,2011,241,-84.2826,35.9641,0.6603
US-xRN,Cfa,2011,257,-84.2826,35.9641,0.5625
US-xRN,Cfa,2011,273,-84.2826,35.9641,0.5081
US-xRN,Cfa,2011,289,-84.2826,35.9641,0.451
US-xRN,Cfa,2011,305,-84.2826,35.9641,0.2863
US-xRN,Cfa,2011,321,-84.2826,35.9641,0.2202
US-xRN,Cfa,2011,337,-84.2826,35.9641,0.1772
US-xRN,Cfa,2011,353,-84.2826,35.9641,0.1737
US-xRN,Cfa,2012,1,-84.2826,35.9641,0.154
US-xRN,Cfa,2012,17,-84.2826,35.9641,0.1627
US-xRN,Cfa,2012,33,-84.2826,35.9641,0.1708
US-xRN,Cfa,2012,49,-84.2826,35.9641,0.2063
US-xRN,Cfa,2012,65,-84.2826,35.9641,0.1797
US-xRN,Cfa,2012,81,-84.2826,35.9641,0.2254
US-xRN,Cfa,2012,97,-84.2826,35.9641,0.5494
US-xRN,Cfa,2012,113,-84.2826,35.9641,0.5425
US-xRN,Cfa,2012,129,-84.2826,35.9641,0.7404
US-xRN,Cfa,2012,145,-84.2826,35.9641,0.7149
US-xRN,Cfa,2012,161,-84.2826,35.9641,0.7059
US-xRN,Cfa,2012,177,-84.2826,35.9641,0.7114
US-xRN,Cfa,2012,193,-84.2826,35.9641,0.4241
US-xRN,Cfa,2012,209,-84.2826,35.9641,0.5447
US-xRN,Cfa,2012,225,-84.2826,35.9641,0.598
US-xRN,Cfa,2012,241,-84.2826,35.9641,0.5078
US-xRN,Cfa,2012,257,-84.2826,35.9641,0.4972
US-xRN,Cfa,2012,273,-84.2826,35.9641,0.4892
US-xRN,Cfa,2012,289,-84.2826,35.9641,0.4447
US-xRN,Cfa,2012,305,-84.2826,35.9641,0.3007
US-xRN,Cfa,2012,321,-84.2826,35.9641,0.234
US-xRN,Cfa,2012,337,-84.2826,35.9641,0.2251
US-xRN,Cfa,2012,353,-84.2826,35.9641,0.2194
US-xRN,Cfa,2013,1,-84.2826,35.9641,0.2234
US-xRN,Cfa,2013,17,-84.2826,35.9641,0.1834
US-xRN,Cfa,2013,33,-84.2826,35.9641,0.1994
US-xRN,Cfa,2013,49,-84.2826,35.9641,0.1685
US-xRN,Cfa,2013,65,-84.2826,35.9641,0.2015
US-xRN,Cfa,2013,81,-84.2826,35.9641,0.2272
US-xRN,Cfa,2013,97,-84.2826,35.9641,0.5012
US-xRN,Cfa,2013,113,-84.2826,35.9641,0.5973
US-xRN,Cfa,2013,129,-84.2826,35.9641,0.7809
US-xRN,Cfa,2013,145,-84.2826,35.9641,0.7435
US-xRN,Cfa,2013,161,-84.2826,35.9641,0.6142
US-xRN,Cfa,2013,177,-84.2826,35.9641,0.5589
US-xRN,Cfa,2013,193,-84.2826,35.9641,0.5517
US-xRN,Cfa,2013,209,-84.2826,35.9641,0.7604
US-xRN,Cfa,2013,225,-84.2826,35.9641,0.6363
US-xRN,Cfa,2013,241,-84.2826,35.9641,0.5587
US-xRN,Cfa,2013,257,-84.2826,35.9641,0.5589
US-xRN,Cfa,2013,273,-84.2826,35.9641,0.6232
US-xRN,Cfa,2013,289,-84.2826,35.9641,0.5113
US-xRN,Cfa,2013,305,-84.2826,35.9641,0.2044
US-xRN,Cfa,2013,321,-84.2826,35.9641,0.2377
US-xRN,Cfa,2013,337,-84.2826,35.9641,0.2038
US-xRN,Cfa,2013,353,-84.2826,35.9641,0.1799
US-xRN,Cfa,2014,1,-84.2826,35.9641,0.1715
US-xRN,Cfa,2014,17,-84.2826,35.9641,0.2141
US-xRN,Cfa,2014,33,-84.2826,35.9641,0.1727
US-xRN,Cfa,2014,49,-84.2826,35.9641,0.1749
US-xRN,Cfa,2014,65,-84.2826,35.9641,0.2107
US-xRN,Cfa,2014,81,-84.2826,35.9641,0.2005
US-xRN,Cfa,2014,97,-84.2826,35.9641,0.3175
US-xRN,Cfa,2014,113,-84.2826,35.9641,0.7061
US-xRN,Cfa,2014,129,-84.2826,35.9641,0.8516
US-xRN,Cfa,2014,145,-84.2826,35.9641,0.6402
US-xRN,Cfa,2014,161,-84.2826,35.9641,0.717
US-xRN,Cfa,2014,177,-84.2826,35.9641,0.7384
US-xRN,Cfa,2014,193,-84.2826,35.9641,0.7386
US-xRN,Cfa,2014,209,-84.2826,35.9641,0.7028
US-xRN,Cfa,2014,225,-84.2826,35.9641,0.4653
US-xRN,Cfa,2014,241,-84.2826,35.9641,0.6192
US-xRN,Cfa,2014,257,-84.2826,35.9641,0.5376
US-xRN,Cfa,2014,273,-84.2826,35.9641,0.4911
US-xRN,Cfa,2014,289,-84.2826,35.9641,0.4095
US-xRN,Cfa,2014,305,-84.2826,35.9641,0.2898
US-xRN,Cfa,2014,321,-84.2826,35.9641,0.214
US-xRN,Cfa,2014,337,-84.2826,35.9641,0.1956
US-xRN,Cfa,2014,353,-84.2826,35.9641,0.1699
US-xRN,Cfa,2015,1,-84.2826,35.9641,0.1494
US-xRN,Cfa,2015,17,-84.2826,35.9641,0.1764
US-xRN,Cfa,2015,33,-84.2826,35.9641,0.2027
US-xRN,Cfa,2015,49,-84.2826,35.9641,0.1695
US-xRN,Cfa,2015,65,-84.2826,35.9641,0.1981
US-xRN,Cfa,2015,81,-84.2826,35.9641,0.2024
US-xRN,Cfa,2015,97,-84.2826,35.9641,0.5272
US-xRN,Cfa,2015,113,-84.2826,35.9641,0.7003
US-xRN,Cfa,2015,129,-84.2826,35.9641,0.6322
US-xRN,Cfa,2015,145,-84.2826,35.9641,0.8446
US-xRN,Cfa,2015,161,-84.2826,35.9641,0.6987
US-xRN,Cfa,2015,177,-84.2826,35.9641,0.5859
US-xRN,Cfa,2015,193,-84.2826,35.9641,0.7493
US-xRN,Cfa,2015,209,-84.2826,35.9641,0.5902
US-xRN,Cfa,2015,225,-84.2826,35.9641,0.5432
US-xRN,Cfa,2015,241,-84.2826,35.9641,0.5779
US-xRN,Cfa,2015,257,-84.2826,35.9641,0.6176
US-xRN,Cfa,2015,273,-84.2826,35.9641,0.4795
US-xRN,Cfa,2015,289,-84.2826,35.9641,0.4735
US-xRN,Cfa,2015,305,-84.2826,35.9641,0.2473
US-xRN,Cfa,2015,321,-84.2826,35.9641,0.19
US-xRN,Cfa,2015,337,-84.2826,35.9641,0.1608
US-xRN,Cfa,2015,353,-84.2826,35.9641,0.2378
US-xRN,Cfa,2016,1,-84.2826,35.9641,0.1938
US-xRN,Cfa,2016,17,-84.2826,35.9641,0.1654
US-xRN,Cfa,2016,33,-84.2826,35.9641,0.2069
US-xRN,Cfa,2016,49,-84.2826,35.9641,0.1826
US-xRN,Cfa,2016,65,-84.2826,35.9641,0.1998
US-xRN,Cfa,2016,81,-84.2826,35.9641,0.246
US-xRN,Cfa,2016,97,-84.2826,35.9641,0.41
US-xRN,Cfa,2016,113,-84.2826,35.9641,0.7352
US-xRN,Cfa,2016,129,-84.2826,35.9641,0.6538
US-xRN,Cfa,2016,145,-84.2826,35.9641,0.7196
US-xRN,Cfa,2016,161,-84.2826,35.9641,0.7679
US-xRN,Cfa,2016,177,-84.2826,35.9641,0.5927
US-xRN,Cfa,2016,193,-84.2826,35.9641,0.6535
US-xRN,Cfa,2016,209,-84.2826,35.9641,0.5785
US-xRN,Cfa,2016,225,-84.2826,35.9641,0.6588
US-xRN,Cfa,2016,241,-84.2826,35.9641,0.5418
US-xRN,Cfa,2016,257,-84.2826,35.9641,0.6248
US-xRN,Cfa,2016,273,-84.2826,35.9641,0.5763
US-xRN,Cfa,2016,289,-84.2826,35.9641,0.4536
US-xRN,Cfa,2016,305,-84.2826,35.9641,0.4491
US-xRN,Cfa,2016,321,-84.2826,35.9641,0.3141
US-xRN,Cfa,2016,337,-84.2826,35.9641,0.2192
US-xRN,Cfa,2016,353,-84.2826,35.9641,0.2119
US-xRN,Cfa,2017,1,-84.2826,35.9641,0.1772
US-xRN,Cfa,2017,17,-84.2826,35.9641,0.1631
US-xRN,Cfa,2017,33,-84.2826,35.9641,0.1663
US-xRN,Cfa,2017,49,-84.2826,35.9641,0.2021
US-xRN,Cfa,2017,65,-84.2826,35.9641,0.2074
US-xRN,Cfa,2017,81,-84.2826,35.9641,0.2019
US-xRN,Cfa,2017,97,-84.2826,35.9641,0.2858
US-xRN,Cfa,2017,113,-84.2826,35.9641,0.583
US-xRN,Cfa,2017,129,-84.2826,35.9641,0.7281
US-xRN,Cfa,2017,145,-84.2826,35.9641,0.7701
US-xRN,Cfa,2017,161,-84.2826,35.9641,0.7498
US-xRN,Cfa,2017,177,-84.2826,35.9641,0.6921
US-xRN,Cfa,2017,193,-84.2826,35.9641,0.7055
US-xRN,Cfa,2017,209,-84.2826,35.9641,0.6823
US-xRN,Cfa,2017,225,-84.2826,35.9641,0.5316
US-xRN,Cfa,2017,241,-84.2826,35.9641,0.5138
US-xRN,Cfa,2017,257,-84.2826,35.9641,0.5235
US-xRN,Cfa,2017,273,-84.2826,35.9641,0.4949
US-xRN,Cfa,2017,289,-84.2826,35.9641,0.4942
US-xRN,Cfa,2017,305,-84.2826,35.9641,0.2635
US-xRN,Cfa,2017,321,-84.2826,35.9641,0.2199
US-xRN,Cfa,2017,337,-84.2826,35.9641,0.2192
US-xRN,Cfa,2017,353,-84.2826,35.9641,0.1656
US-xRN,Cfa,2018,1,-84.2826,35.9641,0.1525
US-xRN,Cfa,2018,17,-84.2826,35.9641,0.1525
US-xRN,Cfa,2018,33,-84.2826,35.9641,0.1962
US-xRN,Cfa,2018,49,-84.2826,35.9641,0.1826
US-xRN,Cfa,2018,65,-84.2826,35.9641,0.1932
US-xRN,Cfa,2018,81,-84.2826,35.9641,0.1334
US-xRN,Cfa,2018,97,-84.2826,35.9641,0.3409
US-xRN,Cfa,2018,113,-84.2826,35.9641,0.6653
US-xRN,Cfa,2018,129,-84.2826,35.9641,0.7743
US-xRN,Cfa,2018,145,-84.2826,35.9641,0.7921
US-xRN,Cfa,2018,161,-84.2826,35.9641,0.6254
US-xRN,Cfa,2018,177,-84.2826,35.9641,0.8026
US-xRN,Cfa,2018,193,-84.2826,35.9641,0.6417
US-xRN,Cfa,2018,209,-84.2826,35.9641,0.8598
US-xRN,Cfa,2018,225,-84.2826,35.9641,0.4807
US-xRN,Cfa,2018,241,-84.2826,35.9641,0.75
US-xRN,Cfa,2018,257,-84.2826,35.9641,0.589
US-xRN,Cfa,2018,273,-84.2826,35.9641,0.5192
US-xRN,Cfa,2018,289,-84.2826,35.9641,0.5114
US-xRN,Cfa,2018,305,-84.2826,35.9641,0.3188
US-xRN,Cfa,2018,321,-84.2826,35.9641,0.2785
US-xRN,Cfa,2018,337,-84.2826,35.9641,0.2037
US-xRN,Cfa,2018,353,-84.2826,35.9641,0.1716
US-xRN,Cfa,2019,1,-84.2826,35.9641,0.2102
US-xRN,Cfa,2019,17,-84.2826,35.9641,0.1692
US-xRN,Cfa,2019,33,-84.2826,35.9641,0.1767
US-xRN,Cfa,2019,49,-84.2826,35.9641,0.2304
US-xRN,Cfa,2019,65,-84.2826,35.9641,0.2261
US-xRN,Cfa,2019,81,-84.2826,35.9641,0.1924
US-xRN,Cfa,2019,97,-84.2826,35.9641,0.4081
US-xRN,Cfa,2019,113,-84.2826,35.9641,0.6082
US-xRN,Cfa,2019,129,-84.2826,35.9641,0.7681
US-xRN,Cfa,2019,145,-84.2826,35.9641,0.7672
US-xRN,Cfa,2019,161,-84.2826,35.9641,0.5146
US-xRN,Cfa,2019,177,-84.2826,35.9641,0.6987
US-xRN,Cfa,2019,193,-84.2826,35.9641,0.6893
US-xRN,Cfa,2019,209,-84.2826,35.9641,0.5611
US-xRN,Cfa,2019,225,-84.2826,35.9641,0.7016
US-xRN,Cfa,2019,241,-84.2826,35.9641,0.5479
US-xRN,Cfa,2019,257,-84.2826,35.9641,0.4969
US-xRN,Cfa,2019,273,-84.2826,35.9641,0.5858
US-xRN,Cfa,2019,289,-84.2826,35.9641,0.4618
US-xRN,Cfa,2019,305,-84.2826,35.9641,0.3796
US-xRN,Cfa,2019,321,-84.2826,35.9641,0.2842
US-xRN,Cfa,2019,337,-84.2826,35.9641,0.2046
